MEASURE  T           PV
UNIT     K           atm
DATA    353.48		0.010
	356.06		0.011
	358.84		0.013
	362.00		0.015
	365.89		0.018
	366.43		0.019
	367.46		0.019
	371.81		0.024
	376.08		0.028
	379.34		0.032
	382.38		0.037
	388.70		0.048
	392.37		0.055
	398.06		0.068
	406.84		0.093
	412.76		0.115
	423.76		0.164
	432.23		0.216
	441.85		0.286
	452.66		0.388
